time_s,timestamp,rss_mb,vms_mb,cpu_percent,disk_read_mb,disk_write_mb,disk_read_rate_mb_s,disk_write_rate_mb_s
13.744,2026-06-26T00:03:45.521526,61192.961,88165.363,6.36,206.072,0.039,3.797,0.0
13.744,2026-06-26T00:03:45.521645,61192.961,88165.363,4.452,206.073,0.039,4.322,0.0
13.744,2026-06-26T00:03:45.521770,61192.961,88165.363,3.117,206.073,0.039,4.07,0.0
13.744,2026-06-26T00:03:45.521892,61192.961,88165.363,2.182,206.074,0.039,4.054,0.0
13.751,2026-06-26T00:03:45.529333,61192.961,88165.363,11.381,206.074,0.039,0.058,0.019
13.762,2026-06-26T00:03:45.539557,61192.961,88165.363,7.967,206.075,0.039,0.055,0.0
13.866,2026-06-26T00:03:45.643654,61440.168,88407.996,16.177,206.4,0.039,3.122,0.003
13.972,2026-06-26T00:03:45.749375,61528.16,88456.379,22.537,206.725,0.04,3.073,0.013
14.073,2026-06-26T00:03:45.850942,62343.031,89593.211,30.041,207.05,0.04,3.203,0.0
14.163,2026-06-26T00:03:45.941097,62665.363,90055.465,30.467,207.375,0.04,3.608,0.0
14.214,2026-06-26T00:03:45.992269,63723.41,96989.215,36.022,207.376,0.04,0.01,0.0
14.32,2026-06-26T00:03:46.097498,65931.527,96989.215,40.337,207.701,0.04,3.096,0.0
14.422,2026-06-26T00:03:46.199581,68152.246,96989.215,42.958,208.026,0.04,3.188,0.0
14.517,2026-06-26T00:03:46.295034,70094.488,96989.215,43.207,208.351,0.04,3.404,0.0
14.569,2026-06-26T00:03:46.347190,71176.504,104385.219,42.024,208.351,0.04,0.01,0.0
14.679,2026-06-26T00:03:46.456476,74241.82,104385.219,44.45,208.676,0.04,2.974,0.0
14.777,2026-06-26T00:03:46.554979,76845.988,104385.219,45.749,209.0,0.04,3.291,0.0
14.828,2026-06-26T00:03:46.605363,77226.781,104385.219,42.285,209.0,0.04,0.01,0.0
14.917,2026-06-26T00:03:46.694784,75829.199,104385.219,29.941,209.324,0.04,3.635,0.0
14.967,2026-06-26T00:03:46.745157,75033.66,104385.219,21.191,209.325,0.04,0.01,0.0
15.057,2026-06-26T00:03:46.834578,73596.781,104385.219,15.175,209.649,0.04,3.632,0.0
15.107,2026-06-26T00:03:46.884930,72806.781,104385.219,10.854,209.65,0.04,0.01,0.0
15.196,2026-06-26T00:03:46.974288,71400.781,104385.219,7.94,209.974,0.04,3.636,0.0
15.247,2026-06-26T00:03:47.024646,70601.371,104385.219,5.79,209.974,0.04,0.01,0.0
15.348,2026-06-26T00:03:47.125509,72063.375,104385.219,14.19,210.299,0.04,3.225,0.0
15.448,2026-06-26T00:03:47.225572,74790.332,104385.219,24.854,210.624,0.04,3.25,0.0
15.547,2026-06-26T00:03:47.325273,77445.965,104385.219,31.994,210.95,0.04,3.26,0.0
15.598,2026-06-26T00:03:47.375730,76844.777,104385.219,25.922,210.95,0.04,0.01,0.0
15.687,2026-06-26T00:03:47.465169,75376.777,104385.219,18.46,211.275,0.04,3.643,0.0
15.738,2026-06-26T00:03:47.515513,74556.777,104385.219,13.154,211.276,0.04,0.01,0.0
15.827,2026-06-26T00:03:47.604672,73101.637,104385.219,9.55,211.601,0.04,3.653,0.0
15.877,2026-06-26T00:03:47.655031,72268.215,104385.219,6.917,211.601,0.04,0.01,0.0
15.967,2026-06-26T00:03:47.744383,70790.785,104385.219,5.184,211.927,0.04,3.647,0.0
16.017,2026-06-26T00:03:47.794710,70375.539,104385.219,5.717,211.927,0.04,0.01,0.0
16.117,2026-06-26T00:03:47.894453,73240.863,104385.219,19.178,212.252,0.04,3.268,0.0
16.167,2026-06-26T00:03:47.944871,74669.52,104385.219,28.523,212.253,0.04,0.01,0.0
16.267,2026-06-26T00:03:48.044957,77270.672,104385.219,34.231,212.578,0.04,3.259,0.0
16.318,2026-06-26T00:03:48.095383,77590.129,104433.598,38.87,212.578,0.04,0.01,0.0
16.417,2026-06-26T00:03:48.194417,77668.754,104481.977,40.724,212.903,0.04,3.291,0.0
16.467,2026-06-26T00:03:48.244861,76943.91,103904.156,32.217,212.904,0.04,0.01,0.0
16.557,2026-06-26T00:03:48.334522,75505.652,103441.902,22.892,213.228,0.04,3.626,0.0
16.607,2026-06-26T00:03:48.384875,74697.652,103441.902,16.257,213.229,0.04,0.01,0.0
16.696,2026-06-26T00:03:48.474285,73257.109,103441.902,11.721,213.553,0.04,3.634,0.0
